CBS,CBS Corporation,20180619,CBS to expand 'Star Trek' with five-year deal for new TV shows ,LOS ANGELES  June 19 U.S. broadcast network CBS will expand the popular "Star Trek" science-fiction franchise with new series  mini-series and animation under a production deal announced on Tuesday.,normal,Sell
CGC,Canopy Growth Corporation,20180619,UPDATE 1-High Times refreshes IPO plans as cannabis companies build buzz on Wall St ,June 19 The company that owns High Times  a magazine devoted to marijuana culture  announced on Tuesday that it is launching an equity crowdfunding campaign ahead of its application for an initial public offering on Nasdaq later this year.,normal,Sell
CGC,Canopy Growth Corporation,20180619,High Times refreshes IPO plans as cannabis companies build buzz on Wall St ,June 19 The company that owns High Times  a magazine devoted to marijuana culture  announced on Tuesday that it is launching an equity crowdfunding campaign ahead of its application for an initial public offering on Nasdaq later this year.,normal,Sell
COTV,Cotiviti Holdings Inc,20180619,Private equity firm Veritas to buy Cotiviti in $4.9 billion deal ,Private equity firm Veritas Capital on Tuesday agreed to buy Cotiviti Holdings Inc  in a $4.9 billion deal to expand its Verscend healthcare IT business.,topStory,Unknown
COTV,Cotiviti Holdings Inc,20180619,UPDATE 2-Private equity firm Veritas to buy Cotiviti in $4.9 bln deal ,* Veritas-backed Verscend natural strategic buyer - analyst (Adds deal details  analyst comment; Updates shares),normal,Sell
COTV,Cotiviti Holdings Inc,20180619,Cotiviti to be taken private in $4.9 bln deal ,June 19 Healthcare analytics company Cotiviti Holdings Inc said on Tuesday it would be acquired by private equity firm Veritas Capital in a deal valued at $4.9 billion.,normal,Unknown
CVG,Convergys Corporation,20180619,Exclusive: Synnex in talks to acquire call center operator Convergys - sources ,Business process services company Synnex Corp  is in discussions to acquire Convergys Corp   a call center operator  in a move that would create a bigger player in the technology and information services space  people familiar with the matter said on Tuesday.,topStory,Unknown
CVG,Convergys Corporation,20180619,EXCLUSIVE-Synnex in talks to acquire call center operator Convergys -sources ,June 19 Business process services company Synnex Corp is in discussions to acquire Convergys Corp   a call center operator  in a move that would create a bigger player in the technology and information services space  people familiar with the matter said on Tuesday.,normal,Unknown
DB,Deutsche Bank AG,20180619,Deutsche Bank sells $1 bln ship loan portfolio to Oak Hill and Varde ,FRANKFURT  June 19 Deutsche Bank is selling a $1 billion portfolio of legacy shipping loans to an entity owned by funds managed by Oak Hill Advisors and Varde Partners  it said on Tuesday.,topStory,Unknown
DIS,Walt Disney Company (The),20180619,Walt Disney names creative heads of animation studios ,Walt Disney Co on Tuesday split the role of its outgoing creative head John Lasseter and appointed two Academy award winners to spearhead its two animation studios.,topStory,Unknown
DIS,Walt Disney Company (The),20180619,Britain happy with Murdoch's Sky News guarantees ,LONDON Britain said Rupert Murdoch's Twenty-First Century Fox had answered its remaining doubts about the independence of Sky News if the U.S. company buys all of its parent Sky  paving the way for a takeover battle over the pay-TV group.,normal,Unknown
DIS,Walt Disney Company (The),20180619,UPDATE 1-Britain happy with Murdoch's Sky News guarantees ,LONDON  June 19 Britain said Rupert Murdoch's Twenty-First Century Fox had answered its remaining doubts about the independence of Sky News if the U.S. company buys all of its parent Sky  paving the way for a takeover battle over the pay-TV group.,normal,Sell
EQNR,Equinor ASA,20180619,House set to debate offshore wind energy bills in U.S. waters ,WASHINGTON  June 19 A U.S. House committee will kick off debate next week on three new bills aimed at boosting offshore wind energy leases in federal waters.,normal,Strong Buy
ERJ,Embraer SA,20180619,Ethiopian Airlines eyes orders at Farnborough air show ,BRUSSELS  June 19 Ethiopian Airlines may decide on possible orders for the Boeing 787 Dreamliner and smaller CSeries or Embraer E2 jets at the Farnborough air show  the African airline's chief executive said.,topStory,Sell
FB,Facebook Inc,20180619,Facebook expands offerings for video creators to cash in on views ,SAN FRANCISCO  June 19 Facebook Inc launched a matchmaking system Tuesday to cultivate partnerships between advertisers and video creators as the world's largest social media company tries to quickly parallel the variety of commercial opportunities offered by its video rival YouTube.,topStory,Unknown
FB,Facebook Inc,20180619,New 'spider' ETF captures Facebook  AT&T in its web ,NEW YORK  June 19 State Street Global Advisors said on Tuesday that it had launched an exchange-traded fund (ETF) that will track the recently refreshed communication services sector  which includes telecom and social media firms such as Facebook Inc and Verizon Communications Inc .,normal,Unknown
FCAU,Fiat Chrysler Automobiles NV,20180619,FCA to investigate impact of EU asset management rules after criticism ,LONDON Britain's regulator will launch an investigation into the impact of new European Union rules on the asset management industry after concerns were raised about how they affect the pricing of investment research and other issues.,topStory,Unknown
FDX,FedEx Corporation,20180619,FedEx profit tops Wall Street estimates amid trade war worries ,LOS ANGELES/NEW YORK FedEx Corp  reported fourth-quarter profit that beat Wall Street estimates on Tuesday  as revenues and operating margins increased in each of the company's operating units.,topStory,Sell
FDX,FedEx Corporation,20180619,FedEx orders Boeing freighters for $6.6 billion ,FedEx Express  a unit of package delivery company FedEx Corp   has ordered 24 medium and large freighters from Boeing Co   the world's biggest planemaker said on Tuesday  as e-commerce demand boosts air freight business.,normal,Unknown
FDX,FedEx Corporation,20180619,FedEx orders Boeing freighters for $6.6 bln ,June 19 FedEx Express  a unit of package delivery company FedEx Corp  has ordered 24 medium and large freighters from Boeing Co  the world's biggest planemaker said on Tuesday  as e-commerce demand boosts air freight business.,normal,Unknown
FDX,FedEx Corporation,20180619,UPDATE 3-FedEx profit tops Wall St estimates amid trade war worries ,LOS ANGELES/NEW YORK  June 19 FedEx Corp reported fourth-quarter profit that beat Wall Street estimates on Tuesday  as revenues and operating margins increased in each of the company's operating units.,normal,Sell
FDX,FedEx Corporation,20180619,FedEx shares hit by U.S.-China trade tensions ahead of earnings ,NEW YORK  June 19 FedEx Corp shares suffered their worst sell-off in two months ahead of the package delivery company's quarterly results on Tuesday  as the latest U.S.-China trade tensions stoked fears that swept through the industrial sector.,normal,Sell
F,Ford Motor Company,20180619,VW  Ford confirm talks on possible commercial vehicle tie-up ,FRANKFURT Volkswagen AG  and Ford Motor Co  are talking about jointly developing and building a range of commercial vehicles including vans  the companies confirmed on Tuesday.,topStory,Unknown
F,Ford Motor Company,20180619,UPDATE 3-VW  Ford confirm talks on possible commercial vehicle tie-up ,FRANKFURT  June 19 Volkswagen AG and Ford Motor Co are talking about jointly developing and building a range of commercial vehicles including vans  the companies confirmed on Tuesday.,normal,Sell
F,Ford Motor Company,20180619,VW and Ford mull alliance to develop and make transporter vans - sources ,FRANKFURT  June 19 Volkswagen and Ford are in preliminary talks over a development and production alliance for commercial transporter vans  two sources familiar with the matter said on Tuesday.,normal,Unknown
FMI,Foundation Medicine Inc,20180619,Roche pays $2.4 billion for rest of cancer expert Foundation Medicine ,ZURICH/LONDON Swiss drugmaker Roche  is paying $2.4 billion to buy the rest of Foundation Medicine (FMI)   raising its bet on the U.S. genomic profiling group's ability to personalize cancer care.,topStory,Sell
FOXA,Twenty-First Century Fox Inc,20180619,UK happy with Murdoch's Sky News commitments in relation to Sky bid ,LONDON  June 19 Britain said Rupert Murdoch's Twenty-First Century Fox had answered its remaining doubts about the independence of Sky News if it buys all of its parent Sky  paving the way for a takeover battle over the pay-TV group.,repeated,Unknown
FOX,Twenty-First Century Fox Inc,20180619,UK happy with Murdoch's Sky News commitments in relation to Sky bid ,LONDON  June 19 Britain said Rupert Murdoch's Twenty-First Century Fox had answered its remaining doubts about the independence of Sky News if it buys all of its parent Sky  paving the way for a takeover battle over the pay-TV group.,topStory,Unknown
GE,General Electric Company,20180619,Walgreens to replace GE in Dow Jones Industrial Average ,June 19 Walgreens Boots Alliance Inc will replace General Electric Co in the Dow Jones Industrial Average from June 26  S&P Dow Jones Indices said https://bit.ly/2K4IoSE on Tuesday.,topStory,Unknown
GME,Gamestop Corporation,20180619,GameStop says in talks for possible transaction ,Videogame and electronics retailer GameStop Corp  confirmed on Tuesday that it is in exploratory talks with third parties about a possible transaction.,topStory,Unknown
GME,Gamestop Corporation,20180619,GameStop says in talks for possible transaction ,June 19 Videogame and electronics retailer GameStop Corp confirmed on Tuesday that it was in exploratory talks with third parties about a possible transaction.,normal,Unknown
GS,Goldman Sachs Group Inc (The),20180619,CORRECTED-Goldman Sachs to invest $500 mln in women-run companies ,June 19 Goldman Sachs Group Inc will pump $500 million into companies led  founded or owned by women  as it steps up efforts to close the gender investing gap  the Wall Street bank said on Tuesday.,topStory,Unknown
GS,Goldman Sachs Group Inc (The),20180619,UPDATE 1-Goldman Sachs to invest $500 million in women-run companies ,June 19 Goldman Sachs Group Inc will pump $500 million into companies led  founded or owned by women as it steps up efforts to close the gender investing gap  the Wall Street bank said on Tuesday.,normal,Unknown
HLI,Houlihan Lokey Inc,20180619,ADFG's unit offers to buy Abraaj's interest in limited partnerships ,ABU DHABI  June 19 A unit of Abu Dhabi Financial Group (ADFG) has made a conditional offer to buy embattled private equity firm Abraaj's management interest in all of its limited partnerships for $50 million  according to a document seen by Reuters.,normal,Unknown
HMC,Honda Motor Company Ltd,20180619,REFILE-Motor racing-New Honda-Red Bull F1 partnership offers risk and reward ,LONDON  June 19 Red Bull's two-year Formula One engine deal with Honda from 2019  announced finally on Tuesday  has as much potential risk as reward for the former world champions.,topStory,Sell
IIJI,Internet Initiative Japan Inc,20180619,Silicon Valley-style coding boot camp seeks to reset Japan Inc ,TOKYO  June 20 Barely six months after inaugurating a tiny software-coding boot camp in a basement in Tokyo  Silicon Valley transplant Kani Munidasa stood before some of Japan's top business leaders in February with a warning: software was threatening their future.,topStory,Unknown
INTC,Intel Corporation,20180619,Intel has paths around Trump's China tariffs  analysts say ,Intel Corp  the world's biggest chipmaker by revenue and a prominent U.S. manufacturer  could avoid the most severe effects of a new list of Chinese tariffs proposed by U.S. President Donald Trump by shifting its production among its facilities  analysts said Monday.,topStory,Unknown
INTC,Intel Corporation,20180619,CORRECTED-UPDATE 1-Intel has paths around Trump's China tariffs  analysts say ,June 18 Intel Corp  the world's biggest chipmaker by revenue and a prominent U.S. manufacturer  could avoid the most severe effects of a new list of Chinese tariffs proposed by U.S. President Donald Trump by shifting its production among its facilities  analysts said Monday.,normal,Unknown
INTC,Intel Corporation,20180619,Intel has paths around Trump's China tariffs  analysts say ,June 18 Intel Corp  the world's biggest chipmaker by revenue and a prominent U.S. manufacturer  could avoid the most severe effects of a new list of Chinese tariffs proposed by U.S. President Donald Trump by shifting its production among its facilities  analysts said Monday.,normal,Unknown
KKR,KKR & Co LP,20180619,EXCLUSIVE-Synnex in talks to acquire call center operator Convergys -sources ,June 19 Business process services company Synnex Corp is in discussions to acquire Convergys Corp   a call center operator  in a move that would create a bigger player in the technology and information services space  people familiar with the matter said on Tuesday.,normal,Unknown
LNG,Cheniere Energy Inc,20180619,Feedgas flows into Sabine Pass LNG export plant drop again -data ,LONDON  June 19 Feedgas supplies into Cheniere Energy's Sabine Pass liquefied natural gas (LNG) export plant in Louisiana fell again after recovering briefly following a month-long maintenance shutdown affecting one of three production units  data showed on Tuesday.,topStory,Unknown
LYG,Lloyds Banking Group Plc,20180619,UPDATE 2-Report claims Britain's Lloyds misled investors over HBOS fraud ,* Publication puts pressure on Lloyds over handling of fraud (Adds bank's statement),topStory,Unknown
MAR,Marriott International,20180619,Amazon's Alexa will now butler at Marriott hotels ,Amazon.com Inc said on Tuesday that it has partnered with Marriott International Inc to help increase guest access to amenities with Alexa  through its voice-controlled device Echo  in an attempt to expand its presence in the hospitality industry. | Video ,topStory,Unknown
MAR,Marriott International,20180619,UPDATE 1-Amazon's Alexa will now butler at Marriott hotels ,June 19 Amazon.com Inc said on Tuesday that it has partnered with Marriott International Inc to help increase guest access to amenities with Alexa  through its voice-controlled device Echo  in an attempt to expand its presence in the hospitality industry.,normal,Unknown
MAR,Marriott International,20180619,Amazon's Alexa will now butler at Marriott hotels ,June 19 Amazon.com Inc said on Tuesday that it has partnered with Marriott International Inc to help increase guest access to amenities with Alexa  through its voice-controlled device Echo  in an attempt to expand its presence in the hospitality industry.,normal,Unknown
MLNX,Mellanox Technologies Ltd,20180619,Mellanox  Starboard settle on new board members ,NEW YORK Chipmaker Mellanox Technologies Ltd struck a settlement with activist investor Starboard Value LP to appoint new board members and name a director if the company fails to meet certain operating goals.,topStory,Unknown
MLNX,Mellanox Technologies Ltd,20180619,UPDATE 2-Mellanox  Starboard settle on new board members ,NEW YORK  June 19 Chipmaker Mellanox Technologies Ltd struck a settlement with activist investor Starboard Value LP to appoint new board members and name a director if the company fails to meet certain operating goals.,normal,Sell
MLNX,Mellanox Technologies Ltd,20180619,Mellanox  Starboard select directors to join board -sources ,NEW YORK  June 19 Mellanox Technologies Ltd   a chipmaker based in Israel and the United States  has picked three directors to join its board as part of a settlement with activist investor Starboard Value LP  sources familiar with the matter said on Tuesday.,normal,Unknown
MS,Morgan Stanley,20180619,Italian prosecutor appeals against Morgan Stanley case ruling ,ROME Italian prosecutors said on Tuesday they would appeal against a decision by an administrative court not to hear a case over derivatives that targeted Morgan Stanley .,topStory,Sell
MS,Morgan Stanley,20180619,Italian prosecutor appeals against Morgan Stanley case ruling ,ROME  June 19 Italian prosecutors said on Tuesday they would appeal against a decision by an administrative court not to hear a case over derivatives that targeted Morgan Stanley.,normal,Sell
NVS,Novartis AG,20180619,BRIEF-FDA Allows Label For Novartis' Drug Cosentyx To Include Psoriatic Arthritis Benefit ,* NOVARTIS RECEIVES FDA APPROVAL FOR INCLUSION OF NEW EVIDENCE THAT COSENTYX® INHIBITS PROGRESSION OF JOINT STRUCTURAL DAMAGE IN PSORIATIC ARTHRITIS,topStory,Sell
ORCL,Oracle Corporation,20180619,Oracle's forecast miss overshadows cloud growth  shares fall ,Oracle Corp's  forecast for current-quarter profit missed analysts' expectations on Tuesday  hurt by a  strengthening U.S. dollar  dampening its fourth-quarter earnings beat that was powered by growth in its cloud business.,topStory,Unknown
ORCL,Oracle Corporation,20180619,UPDATE 3-Oracle's forecast miss overshadows cloud growth  shares fall ,June 19 Oracle Corp's forecast for current-quarter profit missed analysts' expectations on Tuesday  hurt by a  strengthening U.S. dollar  dampening its fourth-quarter earnings beat that was powered by growth in its cloud business.,normal,Unknown
ORCL,Oracle Corporation,20180619,Oracle's quarterly profit rises 5.5 pct ,June 19 Oracle Corp reported a 5.5 percent rise in quarterly profit on Tuesday as the business software maker benefited from strong growth in its cloud unit that helped counter declines in its traditional software licensing business.,normal,Unknown
SBUX,Starbucks Corporation,20180619,UPDATE 3-Starbucks closing cafes; CEO calls performance 'not acceptable' ,June 19 Starbucks Corp forecast on Tuesday slower sales growth than Wall Street expected this quarter and plans to close about 150 U.S. cafes next fiscal year to boost performance  sending its shares down 2 percent after hours.,topStory,Sell
SBUX,Starbucks Corporation,20180619,Starbucks forecasts same-store sales below estimates ,June 19 Starbucks Corp on Tuesday forecast global comparable store sales for the current quarter below Wall Street's estimates and said it anticipates lower net new store growth in the U.S. for fiscal 2019.,normal,Unknown
SBUX,Starbucks Corporation,20180619,BRIEF-Starbucks Raises Target For Cash Returned To Shareholders To $25 Bln Through FY2020 ,* STARBUCKS ANNOUNCES STRATEGIC PRIORITIES AND OPERATIONAL INITIATIVES TO ACCELERATE GROWTH AND CREATE LONG-TERM SHAREHOLDER VALUE,normal,Unknown
SD,SandRidge Energy Inc,20180619,Activist Carl Icahn gains control of board in proxy fight at SandRidge Energy ,OKLAHOMA CITY  June 19 Activist investor Carl Icahn on Tuesday won at least four seats on the board of SandRidge Energy  winning a battle for control of the U.S. shale producer that he wants to sell to others or buy himself.,topStory,Sell
SNX,Synnex Corporation,20180619,Exclusive: Synnex in talks to acquire call center operator Convergys - sources ,Business process services company Synnex Corp  is in discussions to acquire Convergys Corp   a call center operator  in a move that would create a bigger player in the technology and information services space  people familiar with the matter said on Tuesday.,topStory,Unknown
SNX,Synnex Corporation,20180619,EXCLUSIVE-Synnex in talks to acquire call center operator Convergys -sources ,June 19 Business process services company Synnex Corp is in discussions to acquire Convergys Corp   a call center operator  in a move that would create a bigger player in the technology and information services space  people familiar with the matter said on Tuesday.,normal,Unknown
SNY,Sanofi,20180619,Sanofi poaches former PSA finance boss Chasseloup de Chatillon ,PARIS French drugmaker Sanofi  announced it had hired Jean-Baptiste Chasseloup de Chatillon  the former chief financial officer at carmaker and Peugeot-manufacturer PSA  who had helped oversee a revival in PSA's fortunes.,repeated,Unknown
SNY,Sanofi,20180619,UPDATE 1-Sanofi poaches former PSA finance boss Chasseloup de Chatillon ,* Sanofi has been on takeover trail of late (Adds detail  background),normal,Sell
SNY,Sanofi,20180619,Sanofi poaches former PSA finance boss Chasseloup de Chatillon ,PARIS  June 19 French drugmaker Sanofi announced it had hired Jean-Baptiste Chasseloup de Chatillon  the former chief financial officer at carmaker and Peugeot-manufacturer PSA  to take up a similar position within Sanofi.,normal,Unknown
SRPT,Sarepta Therapeutics Inc,20180619,Sarepta shares soar as Duchenne gene therapy shows promise ,Sarepta Therapeutics' shares jumped 60 percent on Tuesday after promising results from a gene therapy study positioned the specialty drugmaker as a potential leader in the market for Duchenne muscular dystrophy (DMD) treatments.,topStory,Unknown
SRPT,Sarepta Therapeutics Inc,20180619,UPDATE 3-Sarepta shares soar as Duchenne gene therapy shows promise ,* Sarepta shares rise as much as 67.7 percent (Adds details on study results  updates share price),normal,Unknown
TSLA,Tesla Inc ,20180619,CEO Musk emails staff alleging employee 'sabotage' ,SAN FRANCISCO Tesla Inc  Chief Executive Elon Musk said on Monday in an email to staff that an unnamed Tesla employee had conducted  "extensive and damaging sabotage" to the company's operations including allegedly making unspecified code changes to its manufacturing operating system and sending what the email said was sensitive Tesla data to unnamed third parties. | Video ,topStory,Unknown
TSLA,Tesla Inc ,20180619,UPDATE 1-CEO Musk emails staff alleging employee 'sabotage' ,SAN FRANCISCO  June 18 Tesla Inc Chief Executive Elon Musk said on Monday in an email to staff that an unnamed Tesla employee had conducted  "extensive and damaging sabotage" to the company's operations including allegedly making unspecified code changes to its manufacturing operating system and sending what the email said was sensitive Tesla data to unnamed third parties.,normal,Unknown
UPS,United Parcel Service Inc,20180619,UPS to spend $130 million on new natural gas vehicles  fueling stations ,LOS ANGELES Package delivery company UPS  on Tuesday said it will invest $130 million to buy 730 compressed natural gas vehicles and build five more domestic CNG fueling stations as the industry moves to shift from petroleum-burning vehicles to those that use less-polluting alternative fuels.,topStory,Sell
UPS,United Parcel Service Inc,20180619,UPS to spend $130 mln on new natural gas vehicles  fueling stations ,LOS ANGELES  June 19 Package delivery company UPS on Tuesday said it will invest $130 million to buy 730 compressed natural gas vehicles and build five more domestic CNG fueling stations as the industry moves to shift from petroleum-burning vehicles to those that use less-polluting alternative fuels.,normal,Sell
VZA,Verizon Communications Inc,20180619,Verizon to stop selling phone location data to third parties ,Verizon Communications Inc will stop selling its customers' phone location data to third parties after an investigation by a U.S. Senator found law enforcement agencies were able to use the data to track people without their consent.,repeated,Unknown
VZA,Verizon Communications Inc,20180619,UPDATE 2-Verizon to stop selling phone location data to third parties ,June 19 Verizon Communications Inc will stop selling its customers' phone location data to third parties after an investigation by a U.S. Senator found law enforcement agencies were able to use the data to track people without their consent.,normal,Unknown
VZA,Verizon Communications Inc,20180619,Verizon to stop sharing phone-location data to third parties ,June 19 Verizon Communications Inc has decided to stop sharing phone-location data of its customers to third parties  the largest U.S. wireless company said on Tuesday.,normal,Unknown
VZ,Verizon Communications Inc,20180619,Verizon to stop selling phone location data to third parties ,Verizon Communications Inc will stop selling its customers' phone location data to third parties after an investigation by a U.S. Senator found law enforcement agencies were able to use the data to track people without their consent.,topStory,Unknown
VZ,Verizon Communications Inc,20180619,UPDATE 2-Verizon to stop selling phone location data to third parties ,June 19 Verizon Communications Inc will stop selling its customers' phone location data to third parties after an investigation by a U.S. Senator found law enforcement agencies were able to use the data to track people without their consent.,normal,Unknown
VZ,Verizon Communications Inc,20180619,Verizon to stop sharing phone-location data to third parties ,June 19 Verizon Communications Inc has decided to stop sharing phone-location data of its customers to third parties  the largest U.S. wireless company said on Tuesday.,normal,Unknown
WBA,Walgreens Boots Alliance Inc,20180619,Walgreens to replace GE in Dow Jones Industrial Average ,June 19 Walgreens Boots Alliance Inc will replace General Electric Co in the Dow Jones Industrial Average from June 26  S&P Dow Jones Indices said https://bit.ly/2K4IoSE on Tuesday.,topStory,Unknown
XOM,Exxon Mobil Corporation,20180619,ExxonMobil investigating reported vandalism on gas pipe project in Papua New Guinea ,MELBOURNE ExxonMobil PNG said on Tuesday it was investigating reports of vandalism on its Angore gas pipeline construction project in Papua New Guinea  amid ongoing tension in the Highlands region of the South Pacific nation.,topStory,Sell
XOM,Exxon Mobil Corporation,20180619,ExxonMobil investigating reported vandalism on gas pipe project in Papua New Guinea ,MELBOURNE ExxonMobil PNG said on Tuesday it was investigating reports of vandalism on its Angore gas pipeline construction project in Papua New Guinea  amid ongoing tension in the Highlands region of the South Pacific nation.,normal,Sell
XOM,Exxon Mobil Corporation,20180619,UPDATE 1-ExxonMobil investigating reported vandalism on gas pipe project in Papua New Guinea ,* PNG declared emergency in highlands after riots (Adds background on unrest  PNG LNG),normal,Sell
XOM,Exxon Mobil Corporation,20180619,ExxonMobil investigating reports of attack on gas pipe project in Papua New Guinea ,MELBOURNE  June 19 ExxonMobil Corp said on Tuesday it was investigating reports of an attack on its Angore gas pipeline construction project in Papua New Guinea  amid ongoing tension in the Highlands region of the South Pacific nation.,normal,Unknown
